LECROYWP760Zi,55441,Waveform
Segments,1,SegmentSize,10002
Segment,TrigTime,TimeSinceSegment1
#1,12-Dec-2012 10:31:52,0                 
Time,Ampl
-5.000293e-007,-0.0015884
-4.999293e-007,-0.00168387
-4.998293e-007,-0.00166352
-4.997293e-007,0.00122234
-4.996293e-007,0.000399151
-4.995293e-007,-0.000929537
-4.994293e-007,-0.00214868
-4.993293e-007,-0.00316593
-4.992293e-007,-0.00287797
-4.991293e-007,-0.00172299
-4.990293e-007,0.00123486
-4.989293e-007,0.00299706
-4.988293e-007,0.00222864
-4.987293e-007,0.000591647
-4.986293e-007,-0.00289205
-4.985293e-007,-0.00352431
-4.984293e-007,-0.00403764
-4.983293e-007,-0.00102031
-4.982293e-007,0.00252443
-4.981293e-007,0.000817007
-4.980293e-007,0.000316206
-4.979293e-007,-0.00204852
-4.978293e-007,-0.00216276
-4.977293e-007,-0.003252
-4.976293e-007,-0.00189201
-4.975293e-007,-0.000219025
-4.974293e-007,0.00308313
-4.973293e-007,0.00447286
-4.972293e-007,0.00238671
-4.971293e-007,-0.000696352
-4.970293e-007,-0.007116
-4.969293e-007,-0.00849633
-4.968293e-007,-0.00650252
-4.967293e-007,-4.531e-005
-4.966293e-007,0.00526005
-4.965293e-007,0.00615211
-4.964293e-007,0.00356359
-4.963293e-007,-0.00252428
-4.962293e-007,-0.00353057
-4.961293e-007,-0.00293118
-4.960293e-007,-0.00238812
-4.959293e-007,-0.00213303
-4.958293e-007,-0.00259157
-4.957293e-007,-0.00183567
-4.956293e-007,-4.0615e-005
-4.955293e-007,0.00310661
-4.954293e-007,0.00446347
-4.953293e-007,0.00245713
-4.952293e-007,-0.000585236
-4.951293e-007,-0.00416284
-4.950293e-007,-0.00582487
-4.949293e-007,-0.00550874
-4.948293e-007,-0.00296717
-4.947293e-007,0.000364721
-4.946293e-007,0.0031113
-4.945293e-007,0.0038046
-4.944293e-007,0.00173879
-4.943293e-007,-0.000857547
-4.942293e-007,-0.00450088
-4.941293e-007,-0.00396878
-4.940293e-007,-0.004227
-4.939293e-007,-0.00107195
-4.938293e-007,0.00200328
-4.937293e-007,0.000871782
-4.936293e-007,0.00156508
-4.935293e-007,-0.000888847
-4.934293e-007,-0.00173395
-4.933293e-007,-0.00307985
