LECROYWP760Zi,55441,Waveform
Segments,1,SegmentSize,10002
Segment,TrigTime,TimeSinceSegment1
#1,12-Dec-2012 10:36:27,0                 
Time,Ampl
-5.000895e-007,-0.000932384
-4.999895e-007,-0.00161786
-4.998895e-007,-0.00161629
-4.997895e-007,-0.000744584
-4.996895e-007,0.000510549
-4.995895e-007,-0.000697634
-4.994895e-007,-0.00163038
-4.993895e-007,-0.00335032
-4.992895e-007,-0.00200598
-4.991895e-007,-0.00100281
-4.990895e-007,0.0006201
-4.989895e-007,0.000307099
-4.988895e-007,-0.000138927
-4.987895e-007,-0.000901084
-4.986895e-007,-0.00228611
-4.985895e-007,-0.00211709
-4.984895e-007,-0.00268832
-4.983895e-007,-0.00192147
-4.982895e-007,-0.000818139
-4.981895e-007,0.000142773
-4.980895e-007,0.00151841
-4.979895e-007,0.0016264
-4.978895e-007,0.00168274
-4.977895e-007,-0.002175
-4.976895e-007,-0.00278378
-4.975895e-007,-0.00434566
-4.974895e-007,-0.00250678
-4.973895e-007,-7.16321e-005
-4.972895e-007,0.00190027
-4.971895e-007,0.00260765
-4.970895e-007,0.00162796
-4.969895e-007,-0.00149892
-4.968895e-007,-0.0028902
-4.967895e-007,-0.00428932
-4.966895e-007,-0.00168828
-4.965895e-007,-0.00117026
-4.964895e-007,0.000956576
-4.963895e-007,0.00159823
-4.962895e-007,0.000818855
-4.961895e-007,0.000274234
-4.960895e-007,-0.0019512
-4.959895e-007,-0.00214683
-4.958895e-007,-0.0020498
-4.957895e-007,-0.00118904
-4.956895e-007,-0.000505138
-4.955895e-007,-0.000284473
-4.954895e-007,1.13131e-005
-4.953895e-007,-0.000597473
-4.952895e-007,-0.000361158
-4.951895e-007,-0.00116557
-4.950895e-007,-0.000561478
-4.949895e-007,-0.00150361
-4.948895e-007,-0.00206388
-4.947895e-007,-0.00103724
-4.946895e-007,-0.000332988
-4.945895e-007,0.000241369
-4.944895e-007,0.00154189
-4.943895e-007,0.0006514
-4.942895e-007,-0.00170863
-4.941895e-007,-0.00231898
-4.940895e-007,-0.00258972
-4.939895e-007,-0.00206701
-4.938895e-007,-0.00114835
-4.937895e-007,0.000200679
-4.936895e-007,0.00093623
-4.935895e-007,0.000690525
-4.934895e-007,-0.000509833
-4.933895e-007,-0.00120313
-4.932895e-007,-0.00161942
-4.931895e-007,-0.0019199
-4.930895e-007,-0.00266328
-4.929895e-007,-0.000982464
-4.928895e-007,-0.000135797
-4.927895e-007,0.000897105
-4.926895e-007,0.000372829
-4.925895e-007,0.000562195
-4.924895e-007,-0.000226568
-4.923895e-007,-0.00232367
-4.922895e-007,-0.00212492
-4.921895e-007,-0.00116244
-4.920895e-007,-0.00127669
-4.919895e-007,-0.00110923
-4.918895e-007,-9.82372e-005
-4.917895e-007,0.00084233
-4.916895e-007,-0.000467578
-4.915895e-007,0.000487074
-4.914895e-007,-0.00136589
-4.913895e-007,-0.00239566
-4.912895e-007,-0.00381512
-4.911895e-007,-0.00247078
-4.910895e-007,0.000440124
-4.909895e-007,0.00166083
-4.908895e-007,0.00161388
-4.907895e-007,0.000127123
-4.906895e-007,-0.00223916
-4.905895e-007,-0.00320008
-4.904895e-007,-0.00268362
-4.903895e-007,-9.51072e-005
-4.902895e-007,0.000964401
-4.901895e-007,0.000962836
-4.900895e-007,-0.00157717
-4.899895e-007,-0.000228133
-4.898895e-007,-0.000988724
-4.897895e-007,0.000959706
-4.896895e-007,-0.000492618
-4.895895e-007,-0.000785274
-4.894895e-007,-0.00431749
-4.893895e-007,-0.00156152
-4.892895e-007,-0.00157873
-4.891895e-007,0.000868935
-4.890895e-007,0.00126488
-4.889895e-007,0.000997266
-4.888895e-007,-0.000361158
-4.887895e-007,-0.000919864
-4.886895e-007,-0.00126104
-4.885895e-007,-0.00230176
-4.884895e-007,-0.00284951
-4.883895e-007,-0.0033957
-4.882895e-007,-0.0013878
-4.881895e-007,-0.000957424
-4.880895e-007,0.00219606
-4.879895e-007,0.00293631
-4.878895e-007,0.00149024
-4.877895e-007,0.000483944
-4.876895e-007,-0.00320947
-4.875895e-007,-0.00388242
-4.874895e-007,-0.00368523
-4.873895e-007,-0.00221099
-4.872895e-007,-0.000857264
-4.871895e-007,0.00082355
-4.870895e-007,0.00180481
-4.869895e-007,0.00162953
-4.868895e-007,0.000419779
-4.867895e-007,0.000111473
-4.866895e-007,-0.00231115
-4.865895e-007,-0.00241131
-4.864895e-007,-0.00358194
-4.863895e-007,-0.00152239
-4.862895e-007,-3.0942e-005
-4.861895e-007,0.00074217
-4.860895e-007,0.000296144
-4.859895e-007,-0.000437843
-4.858895e-007,-0.000495748
-4.857895e-007,-0.000636599
-4.856895e-007,-0.000527048
-4.855895e-007,-0.00142223
-4.854895e-007,-0.00296689
-4.853895e-007,-0.00423141
