LECROYWP760Zi,55441,Waveform
Segments,1,SegmentSize,10002
Segment,TrigTime,TimeSinceSegment1
#1,12-Dec-2012 10:31:52,0                 
Time,Ampl
-5.000615e-007,-0.00685777
-4.999615e-007,-0.00499542
-4.998615e-007,0.000644857
-4.997615e-007,0.00246809
-4.996615e-007,0.003742
-4.995615e-007,0.00276544
-4.994615e-007,-0.000156425
-4.993615e-007,-0.00133174
-4.992615e-007,-0.00276685
-4.991615e-007,-0.00217059
-4.990615e-007,-0.00262757
-4.989615e-007,-0.00128166
-4.988615e-007,-0.00105161
-4.987615e-007,0.00240392
-4.986615e-007,0.00100168
-4.985615e-007,0.000602602
-4.984615e-007,-0.00172299
-4.983615e-007,-0.000744867
-4.982615e-007,-0.000780862
-4.981615e-007,-0.000394306
-4.980615e-007,-0.000187725
-4.979615e-007,-0.000904497
-4.978615e-007,-0.00307672
-4.977615e-007,-0.00229735
-4.976615e-007,-0.00192957
-4.975615e-007,0.00331632
-4.974615e-007,0.00359645
-4.973615e-007,0.00235854
-4.972615e-007,-0.00140999
-4.971615e-007,-0.00383575
-4.970615e-007,-0.00420196
-4.969615e-007,-0.00421761
-4.968615e-007,-0.000452211
-4.967615e-007,0.00175757
-4.966615e-007,0.00403466
-4.965615e-007,0.00330693
-4.964615e-007,0.00217543
-4.963615e-007,-0.00107665
-4.962615e-007,-0.00438194
-4.961615e-007,-0.0057654
-4.960615e-007,-0.00644461
-4.959615e-007,-0.00138965
-4.958615e-007,0.00466222
-4.957615e-007,0.00669047
-4.956615e-007,0.00553236
-4.955615e-007,-0.00111108
-4.954615e-007,-0.0048843
-4.953615e-007,-0.00693133
-4.952615e-007,-0.00468085
-4.951615e-007,0.000680852
-4.950615e-007,0.00302366
-4.949615e-007,0.00235071
-4.948615e-007,-0.000256586
-4.947615e-007,-0.00129575
-4.946615e-007,-0.00145851
-4.945615e-007,0.000843612
-4.944615e-007,0.00250721
-4.943615e-007,0.000483661
-4.942615e-007,-0.00428021
-4.941615e-007,-0.00654164
-4.940615e-007,-0.0046652
-4.939615e-007,-0.00017364
-4.938615e-007,0.00352759
-4.937615e-007,0.00474047
-4.936615e-007,0.00315669
-4.935615e-007,-0.00160405
-4.934615e-007,-0.00508306
-4.933615e-007,-0.00454
-4.932615e-007,-0.00253523
-4.931615e-007,0.00189842
-4.930615e-007,0.00234289
-4.929615e-007,0.00170436
-4.928615e-007,-0.00196557
-4.927615e-007,-0.00299534
-4.926615e-007,-0.000938927
-4.925615e-007,0.000960988
-4.924615e-007,0.00209875
-4.923615e-007,-3.905e-005
-4.922615e-007,-0.00303447
-4.921615e-007,-0.0061723
-4.920615e-007,-0.00450088
-4.919615e-007,-0.00109073
-4.918615e-007,0.00414734
-4.917615e-007,0.0049001
-4.916615e-007,0.00258703
-4.915615e-007,-0.00139278
-4.914615e-007,-0.00549622
-4.913615e-007,-0.00584991
-4.912615e-007,-0.00373402
-4.911615e-007,0.0014164
-4.910615e-007,0.00217856
-4.909615e-007,0.00299236
-4.908615e-007,0.00117696
-4.907615e-007,-0.00120341
-4.906615e-007,-0.00107195
-4.905615e-007,-0.000780862
-4.904615e-007,-0.00165413
-4.903615e-007,-0.00145225
-4.902615e-007,-0.00324887
-4.901615e-007,-0.00368707
-4.900615e-007,-0.00340068
-4.899615e-007,0.000411671
-4.898615e-007,0.00239923
-4.897615e-007,0.00280613
-4.896615e-007,0.00212379
-4.895615e-007,-0.00226449
-4.894615e-007,-0.00261192
-4.893615e-007,-0.00218467
-4.892615e-007,-0.00226449
-4.891615e-007,-0.00154302
-4.890615e-007,-0.00153206
