LECROYWP760Zi,55441,Waveform
Segments,1,SegmentSize,10002
Segment,TrigTime,TimeSinceSegment1
#1,12-Dec-2012 10:32:13,0                 
Time,Ampl
-5.000357e-007,0.00177792
-4.999357e-007,0.00352133
-4.998357e-007,0.00285464
-4.997357e-007,0.00146805
-4.996357e-007,-0.00109856
-4.995357e-007,-0.00301569
-4.994357e-007,-0.00416127
-4.993357e-007,-0.00330521
-4.992357e-007,-0.0030955
-4.991357e-007,-0.00145538
-4.990357e-007,0.00154317
-4.989357e-007,0.00356046
-4.988357e-007,0.00397832
-4.987357e-007,0.000541567
-4.986357e-007,-0.00255558
-4.985357e-007,-0.00538667
-4.984357e-007,-0.00538823
-4.983357e-007,-0.00180594
-4.982357e-007,0.000137795
-4.981357e-007,0.00184834
-4.980357e-007,0.00196729
-4.979357e-007,0.000421061
-4.978357e-007,-0.000427171
-4.977357e-007,0.000693372
-4.976357e-007,-0.0010563
-4.975357e-007,-0.00320036
-4.974357e-007,-0.00393434
-4.973357e-007,-0.00456348
-4.972357e-007,-0.00165257
-4.971357e-007,0.00175914
-4.970357e-007,0.00416299
-4.969357e-007,0.00259798
-4.968357e-007,-0.00167917
-4.967357e-007,-0.00443828
-4.966357e-007,-0.005515
-4.965357e-007,-0.00276372
-4.964357e-007,4.77013e-006
-4.963357e-007,0.00344778
-4.962357e-007,0.00213005
-4.961357e-007,-0.000444386
-4.960357e-007,-0.00294057
-4.959357e-007,-0.0040439
-4.958357e-007,-0.00246011
-4.957357e-007,0.00106584
-4.956357e-007,0.000829527
-4.955357e-007,0.000439841
-4.954357e-007,-0.00171204
-4.953357e-007,-0.00289205
-4.952357e-007,-0.00316906
-4.951357e-007,-0.000328576
-4.950357e-007,0.000904647
-4.949357e-007,0.00141014
-4.948357e-007,-0.000280061
-4.947357e-007,-0.00346797
-4.946357e-007,-0.00468711
-4.945357e-007,-0.00403451
-4.944357e-007,-0.00120028
-4.943357e-007,-0.000743302
-4.942357e-007,0.00282021
-4.941357e-007,0.00326154
-4.940357e-007,0.00143049
-4.939357e-007,-0.00125036
-4.938357e-007,-0.00415658
-4.937357e-007,-0.00492969
-4.936357e-007,-0.00424265
-4.935357e-007,-0.00160562
-4.934357e-007,0.000901517
-4.933357e-007,0.00174662
-4.932357e-007,0.00249626
-4.931357e-007,0.000303686
-4.930357e-007,0.00105489
-4.929357e-007,-0.00017364
-4.928357e-007,-0.00172299
-4.927357e-007,-0.00370742
-4.926357e-007,-0.00269799
-4.925357e-007,-0.00286075
-4.924357e-007,-0.000644707
-4.923357e-007,0.000831092
-4.922357e-007,0.002141
-4.921357e-007,0.00206119
-4.920357e-007,0.000979768
-4.919357e-007,-0.00164005
-4.918357e-007,-0.00237873
-4.917357e-007,-0.00409398
-4.916357e-007,-0.00227544
-4.915357e-007,-0.0018435
-4.914357e-007,-6.2525e-005
-4.913357e-007,0.00228968
-4.912357e-007,0.00168402
-4.911357e-007,0.001792
-4.910357e-007,-9.3149e-006
-4.909357e-007,-0.00155241
-4.908357e-007,-0.00262444
-4.907357e-007,-0.00153206
-4.906357e-007,-0.000555501
-4.905357e-007,0.000763797
-4.904357e-007,0.000646422
-4.903357e-007,0.000302121
-4.902357e-007,-0.000535156
-4.901357e-007,-0.00138808
-4.900357e-007,-0.00267139
-4.899357e-007,-0.00185289
-4.898357e-007,-0.000159555
-4.897357e-007,0.00112218
-4.896357e-007,0.00212066
-4.895357e-007,0.00217543
-4.894357e-007,-0.00138495
-4.893357e-007,-0.00220658
-4.892357e-007,-0.00425204
-4.891357e-007,-0.00482796
-4.890357e-007,-0.00125975
-4.889357e-007,0.00228498
-4.888357e-007,0.00377486
-4.887357e-007,0.00427567
-4.886357e-007,0.0016668
-4.885357e-007,-0.00130514
-4.884357e-007,-0.00399851
-4.883357e-007,-0.00336155
-4.882357e-007,-0.00286075
-4.881357e-007,0.0011347
-4.880357e-007,0.00235697
-4.879357e-007,0.00145553
-4.878357e-007,0.000266126
-4.877357e-007,-0.00163222
-4.876357e-007,-0.00124567
-4.875357e-007,-0.00144912
-4.874357e-007,0.000386631
-4.873357e-007,0.0017294
-4.872357e-007,-9.38251e-005
-4.871357e-007,-0.0014992
-4.870357e-007,-0.00220815
-4.869357e-007,-0.000924842
-4.868357e-007,-0.001338
-4.867357e-007,0.00144457
-4.866357e-007,0.00198294
-4.865357e-007,0.000505571
-4.864357e-007,-7.50451e-005
-4.863357e-007,-0.00251802
-4.862357e-007,-0.00175586
-4.861357e-007,-0.000416216
-4.860357e-007,0.000446101
-4.859357e-007,-0.000696352
-4.858357e-007,-0.00210642
-4.857357e-007,-0.00263383
-4.856357e-007,-0.00108604
-4.855357e-007,0.00116131
-4.854357e-007,0.00254947
-4.853357e-007,0.00147744
-4.852357e-007,-0.00019555
-4.851357e-007,-0.0012128
-4.850357e-007,-0.00199843
-4.849357e-007,-0.000995267
-4.848357e-007,-0.00112673
-4.847357e-007,-0.00121437
-4.846357e-007,-0.0014679
-4.845357e-007,-0.00164318
-4.844357e-007,0.00120826
-4.843357e-007,0.00190468
-4.842357e-007,0.0023601
-4.841357e-007,-0.000774602
-4.840357e-007,-0.00225353
-4.839357e-007,-0.00249924
-4.838357e-007,-0.00223475
-4.837357e-007,-0.00166509
-4.836357e-007,-0.00200783
-4.835357e-007,-0.00109699
-4.834357e-007,-0.000851287
-4.833357e-007,-0.000175205
-4.832357e-007,0.00190312
-4.831357e-007,0.00128338
-4.830357e-007,-0.000405261
-4.829357e-007,-0.00285449
-4.828357e-007,-0.00450088
-4.827357e-007,-0.00428334
-4.826357e-007,-0.00270738
-4.825357e-007,0.00164489
-4.824357e-007,0.00280926
-4.823357e-007,0.00163237
-4.822357e-007,-0.000255021
-4.821357e-007,-0.000618101
-4.820357e-007,-0.000907627
-4.819357e-007,-0.00308455
-4.818357e-007,-0.00200939
-4.817357e-007,-0.0027559
-4.816357e-007,-0.00232552
-4.815357e-007,-0.0022551
-4.814357e-007,0.00220047
-4.813357e-007,0.00304088
-4.812357e-007,0.00235071
-4.811357e-007,0.000356896
-4.810357e-007,-0.0038827
-4.809357e-007,-0.00478101
-4.808357e-007,-0.00344919
-4.807357e-007,-0.000317621
-4.806357e-007,0.00136006
-4.805357e-007,0.000953163
-4.804357e-007,-9.22601e-005
-4.803357e-007,-0.00235839
-4.802357e-007,-0.00123784
-4.801357e-007,-0.000416216
-4.800357e-007,0.000657377
-4.799357e-007,-0.00141469
-4.798357e-007,-0.00296717
-4.797357e-007,-0.00327235
-4.796357e-007,-0.00254306
-4.795357e-007,0.000442971
-4.794357e-007,0.00243522
-4.793357e-007,0.00241018
-4.792357e-007,0.00106741
-4.791357e-007,-0.00219719
-4.790357e-007,-0.00418162
-4.789357e-007,-0.00318158
-4.788357e-007,-0.00229892
-4.787357e-007,0.000427321
-4.786357e-007,0.00106428
-4.785357e-007,0.0010455
-4.784357e-007,0.000555652
-4.783357e-007,-0.0013067
-4.782357e-007,-0.000399001
-4.781357e-007,-0.00201409
-4.780357e-007,-0.00175742
-4.779357e-007,-0.000744867
-4.778357e-007,-0.00134896
-4.777357e-007,3.92002e-005
-4.776357e-007,-0.00159466
-4.775357e-007,-0.000946752
-4.774357e-007,0.000439841
-4.773357e-007,0.00176696
