LECROYWP760Zi,55441,Waveform
Segments,1,SegmentSize,10002
Segment,TrigTime,TimeSinceSegment1
#1,12-Dec-2012 10:32:12,0                 
Time,Ampl
-5.000856e-007,0.00163707
-4.999856e-007,-0.000629056
-4.998856e-007,-0.00306264
-4.997856e-007,-0.00208764
-4.996856e-007,-0.0013427
-4.995856e-007,9.86704e-005
-4.994856e-007,3.29402e-005
-4.993856e-007,-0.000918582
-4.992856e-007,-0.00138182
-4.991856e-007,-0.000453776
-4.990856e-007,2.98102e-005
-4.989856e-007,0.000493051
-4.988856e-007,0.000572867
-4.987856e-007,-0.000427171
-4.986856e-007,-0.00241786
-4.985856e-007,-0.00255088
-4.984856e-007,-0.00198748
-4.983856e-007,-0.000747997
-4.982856e-007,0.000918732
-4.981856e-007,-7.7499e-006
-4.980856e-007,0.00014562
-4.979856e-007,-0.000424041
-4.978856e-007,-0.00113142
-4.977856e-007,-0.00138182
-4.976856e-007,-0.00217528
-4.975856e-007,-0.00184663
-4.974856e-007,-0.000891977
-4.973856e-007,0.00149152
-4.972856e-007,0.00369661
-4.971856e-007,0.00120513
-4.970856e-007,-0.00116742
-4.969856e-007,-0.00524425
-4.968856e-007,-0.0036902
-4.967856e-007,-0.00209077
-4.966856e-007,0.00183739
-4.965856e-007,0.00285308
-4.964856e-007,0.00359802
-4.963856e-007,0.0015776
-4.962856e-007,-0.00256184
-4.961856e-007,-0.00365421
-4.960856e-007,-0.00336468
-4.959856e-007,-0.00222536
-4.958856e-007,-0.00144599
-4.957856e-007,-0.00117681
-4.956856e-007,-0.000469426
-4.955856e-007,0.00114096
-4.954856e-007,0.00227246
-4.953856e-007,0.000557217
-4.952856e-007,-0.000458471
-4.951856e-007,-0.00300943
-4.950856e-007,-0.00332556
-4.949856e-007,-0.00214085
-4.948856e-007,-0.000913887
-4.947856e-007,0.0011707
-4.946856e-007,2.35502e-005
-4.945856e-007,0.000461751
-4.944856e-007,-0.00010478
-4.943856e-007,0.000385066
-4.942856e-007,-0.000225285
-4.941856e-007,-0.00149763
-4.940856e-007,-0.000763647
-4.939856e-007,-0.00112829
-4.938856e-007,-0.00195148
-4.937856e-007,-0.000593061
-4.936856e-007,-0.00178403
-4.935856e-007,-0.000840332
-4.934856e-007,0.000499311
-4.933856e-007,0.00263711
-4.932856e-007,0.00281082
-4.931856e-007,0.000544697
-4.930856e-007,-0.00202504
-4.929856e-007,-0.00532094
-4.928856e-007,-0.0047325
-4.927856e-007,-0.00194679
-4.926856e-007,0.00140075
-4.925856e-007,0.00414421
-4.924856e-007,0.00349003
-4.923856e-007,3.29402e-005
-4.922856e-007,-0.0031894
