"Record Length",25001,"Points",-2.51016e-006,-0.852253
"Sample Interval",2e-010,s,-2.50996e-006,-0.855166
"Trigger Point",12550,"Samples",-2.50976e-006,-0.842904
"Trigger Time",0.800724,s,-2.50956e-006,-0.844485
,,,-2.50936e-006,-0.843986
"Horizontal Offset",-2.51016e-006,s,-2.50916e-006,-0.841239
,,,-2.50896e-006,-0.842904
,,,-2.50876e-006,-0.850894
,,,-2.50856e-006,-0.858273
,,,-2.50836e-006,-0.878221
,,,-2.50816e-006,-0.882632
,,,-2.50796e-006,-0.89606
,,,-2.50776e-006,-0.917256
,,,-2.50756e-006,-0.926244
,,,-2.50736e-006,-0.944361
,,,-2.50716e-006,-0.968165
,,,-2.50696e-006,-0.966389
,,,-2.50676e-006,-0.991719
,,,-2.50656e-006,-1.00204
,,,-2.50636e-006,-1.01122
,,,-2.50616e-006,-1.01924
,,,-2.50596e-006,-1.01849
,,,-2.50576e-006,-1.04732
,,,-2.50556e-006,-1.02706
,,,-2.50536e-006,-1.03211
,,,-2.50516e-006,-1.03888
,,,-2.50496e-006,-1.0532
,,,-2.50476e-006,-1.03919
,,,-2.50456e-006,-1.04471
,,,-2.50436e-006,-1.03888
,,,-2.50416e-006,-1.04732
,,,-2.50396e-006,-1.02706
,,,-2.50376e-006,-1.01924
,,,-2.50356e-006,-1.0239
,,,-2.50336e-006,-1.01796
,,,-2.50316e-006,-1.01835
,,,-2.50296e-006,-1.0254
,,,-2.50276e-006,-1.0239
,,,-2.50256e-006,-1.04002
,,,-2.50236e-006,-1.02706
,,,-2.50216e-006,-1.04471
,,,-2.50196e-006,-1.04768
,,,-2.50176e-006,-1.0532
,,,-2.50156e-006,-1.07081
,,,-2.50136e-006,-1.07065
,,,-2.50116e-006,-1.07528
,,,-2.50096e-006,-1.10549
,,,-2.50076e-006,-1.08724
,,,-2.50056e-006,-1.10541
,,,-2.50036e-006,-1.12103
,,,-2.50016e-006,-1.1339
,,,-2.49996e-006,-1.13118
,,,-2.49976e-006,-1.145
,,,-2.49956e-006,-1.14439
,,,-2.49936e-006,-1.16842
,,,-2.49916e-006,-1.16273
,,,-2.49896e-006,-1.17588
,,,-2.49876e-006,-1.16581
,,,-2.49856e-006,-1.1741
,,,-2.49836e-006,-1.17557
,,,-2.49816e-006,-1.17588
,,,-2.49796e-006,-1.18747
,,,-2.49776e-006,-1.20767
,,,-2.49756e-006,-1.2034
,,,-2.49736e-006,-1.21968
,,,-2.49716e-006,-1.21211
,,,-2.49696e-006,-1.23242
,,,-2.49676e-006,-1.21178
,,,-2.49656e-006,-1.21968
,,,-2.49636e-006,-1.22529
,,,-2.49616e-006,-1.2171
,,,-2.49596e-006,-1.22748
,,,-2.49576e-006,-1.23702
,,,-2.49556e-006,-1.24182
,,,-2.49536e-006,-1.25006
,,,-2.49516e-006,-1.24155
,,,-2.49496e-006,-1.26238
,,,-2.49476e-006,-1.24873
,,,-2.49456e-006,-1.28083
,,,-2.49436e-006,-1.25894
,,,-2.49416e-006,-1.28533
,,,-2.49396e-006,-1.27847
,,,-2.49376e-006,-1.29573
,,,-2.49356e-006,-1.28802
,,,-2.49336e-006,-1.30821
,,,-2.49316e-006,-1.31185
,,,-2.49296e-006,-1.32314
,,,-2.49276e-006,-1.32039
,,,-2.49256e-006,-1.33063
,,,-2.49236e-006,-1.31956
,,,-2.49216e-006,-1.32946
,,,-2.49196e-006,-1.33673
,,,-2.49176e-006,-1.33596
,,,-2.49156e-006,-1.33859
,,,-2.49136e-006,-1.34569
,,,-2.49116e-006,-1.34564
,,,-2.49096e-006,-1.34614
,,,-2.49076e-006,-1.34348
,,,-2.49056e-006,-1.34569
